job_title,job_group,min_salary,max_salary,salary_unit,city,district
Java Developer (Từ 4 Năm Kinh Nghiệm - Dự Án Khách Hàng Nước Ngoài),IT,,,,Hà Nội,Cầu Giấy
Devops Tại Hà Nội,IT,1700.0,,USD,Hà Nội,Đống Đa
Nhân Viên Kỹ Thuật,Business,8000000.0,,VND,Hồ Chí Minh,Phú Nhuận
Kỹ Thuật Dự Án - IT System,IT,15000000.0,25000000.0,VND,Hồ Chí Minh,Quận 7
Middle Tester (Digital Banking),Business,,20000000.0,VND,Hà Nội,Cầu Giấy
Technical Leader (PHP/.Net/Python) Thưởng Signing Bonus,IT,,40000000.0,VND,Thừa Thiên Huế,TP Huế
".Net Developer (C#, Ms Sql, E-Commerce)",IT,30000000.0,50000000.0,VND,Hồ Chí Minh,Quận 7
Business Analyst (Chuyên Viên Phân Tích Nghiệp Vụ),Business,,,,Hà Nội,Cầu Giấy
Lập Trình Viên,IT,,,,Hà Nội,Cầu Giấy
PHP Developer (PHP/Wordpress),IT,8000000.0,15000000.0,VND,Hà Nội,Bắc Từ Liêm
PHP Developer (Symfony),IT,12000000.0,25000000.0,VND,Hà Nội,
Lập Trình Viên Mobile (Junior),IT,11000000.0,16000000.0,VND,Hà Nội,Thanh Xuân
Nodejs Developer,IT,,20000000.0,VND,Đà Nẵng,Sơn Trà
Senior Java Developer,IT,,,,Đà Nẵng,Thanh Khê
Embedded Software Engineer,IT,,,,Đà Nẵng,Thanh Khê
Embedded Software Engineer,IT,,,,Hồ Chí Minh,Quận 4
Embedded Software Engineer,IT,,,,Thừa Thiên Huế,TP Huế
Technical Leader,Business,,,,Đà Nẵng,Thanh Khê
Embedded Linux Engineer,IT,,,,Hồ Chí Minh,Thủ Đức
Firmware Developer,IT,,,,Hồ Chí Minh,Thủ Đức
Firmware Developer,IT,,,,Đà Nẵng,Thanh Khê
Firmware Developer,IT,,,,Thừa Thiên Huế,TP Huế
QA Engineer,IT,,,,Đà Nẵng,Thanh Khê
Nodejs Developer,IT,,,,Đà Nẵng,Thanh Khê
QA Engineer (Game),IT,,,,Hồ Chí Minh,Quận 1
Reactjs Developer,IT,,,,Hà Nội,Hồ Chí Minh
Devops,IT,,,,Hà Nội,Hồ Chí Minh
.Net Developer,IT,,,,Hà Nội,Hồ Chí Minh
Delivery Manager,Business,,,,Hà Nội,Hồ Chí Minh
Delivery Manager,Business,,,,Đà Nẵng,
Nhân Viên Triển Khai Phần Mềm - Hà Nội - Bán Thời Gian,IT,0.0,0.0,VND,Hà Nội,Thanh Trì
Nhân Viên Triển Khai Và Hỗ Trợ Phần Mềm,IT,8000000.0,12000000.0,VND,Hà Nội,Cầu Giấy
Full Stack Developer,IT,,,,Hà Nội,Hồ Chí Minh
Font-End Engineer (PHP Laravel) Up To $1500,IT,1000.0,,USD,Hồ Chí Minh,Tân Bình
"Aem Front-End Developer (React, Adobe, Java)",IT,,2500.0,USD,Hà Nội,Nam Từ Liêm
Lập Trình Viên PHP ( PHP Back-End Developer ),Business,15000000.0,25000000.0,VND,Hà Nội,Hà Đông
Performance Test Engineer,IT,,,,Hồ Chí Minh,Hà Nội
Marketing Leader - Lương Cứng Upto 30M,Business,20000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
C/C++ Software Engineer,IT,,,,Hà Nội,Thanh Xuân
Chuyên Viên IT Quản Lý ERP - Odoo,IT,,,,Hồ Chí Minh,Quận 10
Chuyên Viên Triển Khai & Vận Hành Vmware (Cloud Vmware Engineer),IT,30000000.0,50000000.0,VND,Hà Nội,
Comtor Tiếng Nhật (Phiên Dịch IT Tiếng Nhật),IT,,22000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên.Net,IT,8000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Nodejs Developer/ Tech Leader,IT,,2500.0,USD,Hà Nội,Cầu Giấy
IT Communicator,IT,,1500.0,USD,Hà Nội,Cầu Giấy
System Administrator (Nhân Viên Vận Hành Bảo Trì Hệ Thống) Ưu Tiên Biết Tiếng Trung - Thu Nhập Từ 20 - 40 Triệu/Tháng,IT,20000000.0,40000000.0,VND,Hà Nội,Nam Từ Liêm
Kỹ Sư Infra (CSR Firewall) Tại Hà Nội,Business,,,,Hà Nội,Nam Từ Liêm
Chuyên Viên IT Hệ Thống,IT,,,,Hà Nội,Hà Đông
Lập Trình Viên Java [Hà Đông]- Thu Nhập 25-30Tr,IT,25000000.0,30000000.0,VND,Hà Nội,Hà Đông
.Net Developer,IT,,,,Hồ Chí Minh,Bình Thạnh
.Net Developer (Upto 1500$++),IT,,1500.0,USD,Hà Nội,Thanh Xuân
Nhân Viên Hỗ Trợ Kỹ Thuật,Business,8000000.0,,VND,Hà Nội,
Business Analyst/ Product Owner,Business,,,,Hồ Chí Minh,Tân Bình
Trưởng Phòng Kỹ Thuật Tại Hồ Chí Minh,Business,18000000.0,25000000.0,VND,Hồ Chí Minh,Quận 7
.Net Developer (.Net Core/Vuejs...),IT,15000000.0,35000000.0,VND,Hà Nội,Bắc Từ Liêm
Junior Java/ .Net Developer- Thu Nhập Từ 25 - 40 Triệu,IT,25000000.0,40000000.0,VND,Hà Nội,Đống Đa
Nhân Viên Nhập Liệu - Image Inspector (Part-Time) (Tiếng Anh) (Làm Việc Online),Business,6000000.0,10000000.0,VND,Hồ Chí Minh,"Bình Thạnh, Phú Nhuận, Gò Vấp, Thủ Đức"
Nhân Viên Nhập Liệu - Image Inspector (Part-Time) (Tiếng Anh) (Làm Việc Online),Business,6000000.0,10000000.0,VND,Bình Dương,"Dĩ An, Thuận An"
Nhân Viên Nhập Liệu - Image Inspector (Part-Time) (Tiếng Anh) (Làm Việc Online),Business,6000000.0,10000000.0,VND,Đồng Nai,Biên Hoà
Mobile Developers Đi Làm Ngay,IT,,,,Hà Nội,Cầu Giấy
Digital Product Owner,Business,,,,Hà Nội,Hoàn Kiếm
Nhân Viên Quản Lý Chất Lượng,Business,84000.0,,USD,Hà Nội,Nam Từ Liêm
Lập Trình Viên PHP,IT,,,,Hồ Chí Minh,Quận 3
Nhân Viên Giám Sát Camera - Đi Làm Ngay,Business,6000000.0,10000000.0,VND,Hà Nội,Hà Đông
Solution Architect (Upto 3000$),IT,,3000.0,USD,Hà Nội,Thanh Xuân
Nhân Viên Hỗ Trợ Kỹ Thuật IT ( IT Support/ IT Helpdesk ) - Lương Cứng Từ 8 - 15 Triệu,IT,8000000.0,,VND,Hồ Chí Minh,"Thủ Đức, Nhà Bè, Quận 6, Quận 7, Quận 12, Bình Chánh"
Product Owner,Business,,,,Hà Nội,Cầu Giấy
"Android Developer (+3 Yr Exp, Upto 45M)",IT,,45000000.0,VND,Hà Nội,Nam Từ Liêm
Senior IT Specialist,IT,,,,Hồ Chí Minh,Quận 3
Junior Data Engineer (500$ - 1000$ ++),IT,,1000.0,USD,Hà Nội,Thanh Xuân
"Senior / Tech Lead / Middle (Java, Spring, Sql)",IT,25000000.0,40000000.0,VND,Hà Nội,"Cầu Giấy, Thanh Xuân"
Front-End Developer - Hồ Chí Minh,IT,10000000.0,12000000.0,VND,Hồ Chí Minh,Bình Thạnh
Back-End Developer - Hồ Chí Minh,Business,10000000.0,12000000.0,VND,Hồ Chí Minh,Bình Thạnh
Nhân Viên Vận Hành Ba Kiêm Marketing,Business,,15000000.0,VND,Hà Nội,Đống Đa
Kỹ Sư Truyền Dẫn (Thu Nhập 15-20 Triệu),Business,15000000.0,20000000.0,VND,Hà Nội,Thanh Xuân
Software Tester (Manual),IT,,,,Hồ Chí Minh,Quận 3
Nhân Viên Android Developer ( 600-1500$),IT,11000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Chính Hỗ Trợ Triển Khai Hạ Tầng CNTT - Nha Trang,IT,,,,Khánh Hoà,TP Nha Trang
Database Administrator (Chuyên Viên Quản Trị Cơ Sở Dữ Liệu),Business,,,,Hồ Chí Minh,Quận 7
Business Analyst (Middle/ Senior),Business,,,,Hà Nội,Cầu Giấy
Lập Trình Viên Frontend (Web App),IT,,30000000.0,VND,Hà Nội,Hoàng Mai
Lập Trình Viên React Native,IT,,35000000.0,VND,Hà Nội,Hoàng Mai
Nhân Viên Kiểm Thử Phần Mềm - Tester Lương 20 Triệu/ Tháng,IT,,20000000.0,VND,Hà Nội,Nam Từ Liêm
Kỹ Sư Cầu Nối ( Brse),Business,,50000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên Lập Trình PHP - Wordpress,IT,7000000.0,15000000.0,VND,Hồ Chí Minh,Tân Bình
Lập Trình Viên.Net,IT,15000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Middle Reactjs Developer | T11053,IT,,,,Hà Nội,Cầu Giấy
Middle Reactjs Developer | T11053,IT,,,,Hồ Chí Minh,Quận 7
Senior Reactjs Developer | T11052,IT,,,,Hà Nội,Cầu Giấy
Senior Reactjs Developer | T11052,IT,,,,Hồ Chí Minh,Quận 7
Automation Tester | T9162,IT,,,,Toàn quốc,
Tester,IT,12000000.0,20000000.0,VND,Hà Nội,Nam Từ Liêm
PHP Developer,IT,,35000000.0,VND,Hà Nội,Ba Đình
Tuyển Lập Trình Viên Mobile Flutter,IT,8000000.0,10000000.0,VND,Hà Nội,Bắc Từ Liêm
Backend Developer (Golang/Python),Business,,50000000.0,VND,Hà Nội,Bắc Từ Liêm
Java Developer (Hà Nội),IT,,,,Hà Nội,Bắc Từ Liêm
Lập Trình Viên PHP Laravel,IT,8000000.0,15000000.0,VND,Hồ Chí Minh,
Technical Support Engineer (Business Analyst Background),Business,,,,Hồ Chí Minh,Quận 1
Chuyên Viên IT,IT,18000000.0,28000000.0,VND,Hà Nội,Hai Bà Trưng
Chuyên Viên Hạ Tầng Và Hỗ Trợ Người Dùng,Business,15000000.0,,VND,Hồ Chí Minh,Quận 1
PHP Developer (Symfony),IT,12000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Angular Developer - Salary Up To $3000,IT,,,,Hà Nội,Cầu Giấy
.Net Developer - Salary Up To $3000,IT,,,,Hà Nội,Cầu Giấy
Customer Support (Shopify) - Ca Đêm,Business,,10000000.0,VND,Hà Nội,
Chuyên Viên Quản Trị Vận Hành Phần Mềm Ứng Dụng,Business,15000000.0,,VND,Hồ Chí Minh,Quận 1
Nhân Viên Kỹ Thuật (Ca Hành Chính) - Thu Nhập Lên Tới 8 Triệu,Business,6000000.0,8000000.0,VND,Hồ Chí Minh,Thủ Đức
"Trưởng Nhóm Kỹ Thuật Mạng Truyền Hình Trực Tiếp Giải Đấu Golf, Lương 10-15 Tr/Tháng",Business,10000000.0,15000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên SEO Website - Thu Nhập Từ 12 - 15 Triệu,IT,12000000.0,15000000.0,VND,Hà Nội,Hà Đông
Junior Java Developer,IT,,,,Hồ Chí Minh,Quận 3
Senior Java Developer,IT,,,,Hồ Chí Minh,Quận 3
System Administration Manager,Business,,,,Hồ Chí Minh,Quận 3
Nhân Viên Google Adwords,Business,8000000.0,12000000.0,VND,Hà Nội,
Chuyên Viên IT,IT,,,,Tây Ninh,Trảng Bàng
Nhân Viên Fresher Frontend,IT,,,,Hà Nội,Cầu Giấy
Nhân Viên Automation Test,Business,,,,Hà Nội,Cầu Giấy
Lập Trình Viên Mobile (Android/IOS Developer) - Hà Nội,IT,20000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Trưởng Phòng IT,IT,,30000000.0,VND,Hà Nội,Hà Đông
Cocos Developer (Từ 6 Tháng Kinh Nghiệm),IT,,13000000.0,VND,Hà Nội,Cầu Giấy
Kỹ Thuật Viên Tại Trung Tâm Bảo Hành Miền Nam,Business,7000000.0,8000000.0,VND,Hồ Chí Minh,Quận 3
Kỹ Thuật Viên Tại Trung Tâm Bảo Hành Miền Bắc,Business,7000000.0,8000000.0,VND,Hà Nội,Hai Bà Trưng
Business Analyst (Japanese),Business,,,,Hồ Chí Minh,Thủ Đức
Project Manager (Japanese),Business,,,,Hồ Chí Minh,Thủ Đức
Backend Developer (Golang),Business,,,,Hồ Chí Minh,Tân Bình
Nhân Viên IT Helpdesk - Quận 12,IT,,9000000.0,VND,Hồ Chí Minh,Quận 12
Fresher .Net Developer [HCM],IT,,,,Hồ Chí Minh,Thủ Đức
Java Developer - Signing Bonus Up To 30M,IT,,,,Đà Nẵng,Ngũ Hành Sơn
Lập Trình PHP Laravel,IT,10000000.0,20000000.0,VND,Hồ Chí Minh,Quận 1
Nhân Viên Triển Khai Phần Mềm - Hà Nội - Bán Thời Gian,IT,0.0,0.0,VND,Hà Nội,Thanh Trì
Middle Backend Engineer (Python),Business,,,,Hà Nội,
Nhân Viên IT (Software),IT,,,,Long An,Bến Lức
QC Engineer,IT,,,,Hồ Chí Minh,Bình Thạnh
Chuyên Viên Triển Khai Cloud (Ngành Công Nghệ Thông Tin - Lương Upto 60M),IT,35000000.0,60000000.0,VND,Nước ngoài,
Chuyên Viên Triển Khai Cloud (Ngành Công Nghệ Thông Tin - Lương Upto 60M),IT,35000000.0,60000000.0,VND,Nam Từ Liêm,
Java Developer/Tech Leader,IT,,2500.0,USD,Hà Nội,Cầu Giấy
Embedded C/C Developer,IT,10000000.0,35000000.0,VND,Hà Nội,Cầu Giấy
Ruby On Rails (Offer Upto 2500$),IT,,2500.0,USD,Hà Nội,
Chuyên Viên Triển Khai Cloud ( Ngành Công Nghệ Thông Tin - Lương Upto 60M),IT,35000000.0,60000000.0,VND,Nước ngoài,
Chuyên Viên Triển Khai Cloud ( Ngành Công Nghệ Thông Tin - Lương Upto 60M),IT,35000000.0,60000000.0,VND,Nam Từ Liêm,
Nhân Viên IT (Biết Tiếng Anh) - Đồng Nai,IT,,,,Đồng Nai,Trảng Bom
Nhân Viên Front - End,Business,12000000.0,15000000.0,VND,Hà Nội,Đống Đa
Nhân Viên Kỹ Thuật IT- Điện - Điện Tử [ Định Công - Hoàng Mai ] - Thu Nhập Lên Đến 15 Triệu,IT,,,,Hà Nội,Hoàng Mai
Nhân Viên IT (Kỹ Sư Hệ Thống),IT,20000000.0,,VND,Hồ Chí Minh,Quận 9
Lập Trình Viên Angular,IT,500.0,1200.0,USD,Hà Nội,Cầu Giấy
Lập Trình Viên Java,IT,500.0,1200.0,USD,Hà Nội,Cầu Giấy
Sever Backend Developer,Business,10000000.0,27000000.0,VND,Hồ Chí Minh,Thủ Đức
Quality Assurance (QA),IT,,35000000.0,VND,Hà Nội,Đống Đa
Data Analyst,IT,,30000000.0,VND,Hà Nội,
Lập Trình Viên Web Full Stack (Junior),IT,10000000.0,15000000.0,VND,Hà Nội,Thanh Xuân
Manual Tester,IT,,,,Hà Nội,Cầu Giấy
Senior Java Developer - Khoảng 6 Năm Kinh Nghiệm Trở Lên - Không Yêu Cầu Tiếng Anh - Lương Up To 40M Net,IT,,40000000.0,VND,Hà Nội,Từ Liêm
Senior/Lead PHP Developer,IT,1700.0,,USD,Hồ Chí Minh,Quận 12
Java Tech Lead - Khoảng 6 Năm Kinh Nghiệm Code Java Trở Lên - Min 1 Năm Làm Team Lead - Không Yêu Cầu Tiếng Anh - Lương Up To 45M Net,IT,,45000000.0,VND,Hà Nội,Từ Liêm
Manual Tester,IT,8000000.0,15000000.0,VND,Hà Nội,Nam Từ Liêm
Senior Fullstack (English Fluent),IT,,3000.0,USD,Hà Nội,Nam Từ Liêm
Manual Tester,IT,,15000000.0,VND,Hà Nội,Nam Từ Liêm
Senior Fullstack Developer,IT,,3000.0,USD,Hà Nội,Nam Từ Liêm
Middle Frontend Developer,IT,,35000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên Backend (Backend Developer),Business,30000000.0,35000000.0,VND,Hà Nội,Cầu Giấy
"Business Analyst (Level: Middle, Senior) - Chuyên Viên Phân Tích Nghiệp Vụ",Business,25000000.0,45000000.0,VND,Hà Nội,Cầu Giấy
SEO Team Leader,Business,20000000.0,45000000.0,VND,Hồ Chí Minh,Quận 2
Backend Developer Junior - Senior,Business,10000000.0,30000000.0,VND,Hà Nội,Nam Từ Liêm
Infra Engineer (On-Premise) Tại Hà Nội,IT,,,,Hà Nội,Nam Từ Liêm
Nodejs Developer,IT,,,,Hà Nội,Hồ Chí Minh
Middle Strategic Planner,Business,,,,Hồ Chí Minh,Quận 2
Devops Engineer,IT,,20000000.0,VND,Hà Nội,Tây Hồ
"Database Developer (Sql) Up To 2,000 Usd",Business,,,,Hồ Chí Minh,Quận 12
Lập Trình Viên Front End - Angular - Từ 3 Năm Kinh Nghiệm,IT,,,,Hà Nội,Nam Từ Liêm
Marketing Senior/Leader,Business,,20000000.0,VND,Hà Nội,Cầu Giấy
Devops/Nestjs Developer (Aws/ Sql) - Upto $2000,IT,,,,Hà Nội,Cầu Giấy
"Thực Tập Sinh Thiết Kế Đồ Họa Game 2D (2D Game Artist) Trợ Cấp 3,5Tr/Tháng",Business,,,,Hà Nội,Cầu Giấy
"Thực Tập Sinh Designer Web, App Game - Trợ Cấp 3,5 Triệu/Tháng",Business,,,,Hà Nội,Cầu Giấy
"IOS Developers (Objective C, Swift)",IT,15000000.0,40000000.0,VND,Hà Nội,Cầu Giấy
Backend Engineer,Business,,45000000.0,VND,Hà Nội,Đống Đa
Fresher Global Java Tại Đà Nẵng,Business,8000000.0,,VND,Đà Nẵng,
Bridge Software Engineer (N2 Up),IT,,,,Hồ Chí Minh,Quận 9
Bridge Software Engineer (N2 Up),IT,,,,Hà Nội,Cầu Giấy
Bridge Software Engineer (N2 Up),IT,,,,Đà Nẵng,Ngũ Hành Sơn
Bridge Software Engineer (N2 Up),IT,,,,Thừa Thiên Huế,TP Huế
Nhân Viên SEO Web,Business,8000000.0,10000000.0,VND,Hồ Chí Minh,Bình Thạnh
Fresher C/C++ Tại Đà Nẵng,IT,,8000000.0,VND,Đà Nẵng,
Nhân Viên Digital Marketing (App/Game) - Thu Nhập Tới 30M,IT,,30000000.0,VND,Hà Nội,Thanh Xuân
User Acquisition (App/Game) - Thu Nhập Tới 30M,IT,,30000000.0,VND,Hà Nội,Thanh Xuân
"Senior Back-End Developer (Golang, Nodejs, PHP Laravel - Thu Nhập Tới 45M)",Business,,,,Hà Nội,Thanh Xuân
"2D Artist - Thanh Xuân, Hà Nội (Thu Nhập Tới 22M)",Business,,22000000.0,VND,Hà Nội,Thanh Xuân
Nhân Viên Thiết Kế Kịch Bản Game (Thu Nhập Tới 20M),Business,,,,Hà Nội,Thanh Xuân
"Senior PHP Developer (Laravel, MySQL)",IT,,,,Hồ Chí Minh,Tân Bình
Nhân Viên Sáng Tạo Nội Dung Game - Game Designer (Up To 25 Triệu/Tháng),Business,5000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
AI Engineer,IT,,,,Hồ Chí Minh,Quận 3
"Senior Android Developer (Java, Kotlin)",IT,,,,Hà Nội,Nam Từ Liêm
CTV Community Manager,Business,,,,Hà Nội,
IOS Developer,IT,,35000000.0,VND,Hà Nội,Ba Đình
Nhân Viên IT Phần Mềm,IT,,,,Đồng Nai,Biên Hoà
Data Scientist,IT,25000000.0,32000000.0,VND,Hà Nội,Thanh Xuân
Data Scientist,IT,25000000.0,32000000.0,VND,Hồ Chí Minh,Quận 7
Data Scientist,IT,25000000.0,32000000.0,VND,Hải Dương,TP Hải Dương
Java Developer (Ecommerce Platform),IT,18000000.0,35000000.0,VND,Hà Nội,Thanh Xuân
Java Developer (Ecommerce Platform),IT,18000000.0,35000000.0,VND,Hồ Chí Minh,Quận 7
Java Developer (Ecommerce Platform),IT,18000000.0,35000000.0,VND,Hải Dương,TP Hải Dương
Tester (Automation),IT,15000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Tester (Automation),IT,15000000.0,25000000.0,VND,Hồ Chí Minh,Quận 7
Tester (Automation),IT,15000000.0,25000000.0,VND,Hải Dương,TP Hải Dương
Java Web Developer,IT,,,,Hồ Chí Minh,Quận 10
Lập Trình Viên (Java/ JavaScript- Tiếng Nhật N3),IT,,15000000.0,VND,Hà Nội,
Mobile Apps React Native,IT,8000000.0,12000000.0,VND,Hồ Chí Minh,Bình Thạnh
Senior IT Business Analyst,Business,,,,Hồ Chí Minh,
Senior Backend Developer (Nodejs),Business,,1800.0,USD,Hồ Chí Minh,Quận 7
Scrum Master / Project Manager (Middle),Business,,,,Hồ Chí Minh,Quận 10
Data Analyst,IT,600.0,800.0,USD,Hồ Chí Minh,
Android Dev Mobile App (Kotlin) Từng Có Kinh Nghiệm Ít Nhất 6 Tháng,IT,,,,Hà Nội,Hà Đông
"Trưởng Nhóm - Kỹ Sư CNTT, Chuyên Trách Camera Giám Sát Cctv",Business,20000000.0,30000000.0,VND,Hà Nội,Thanh Xuân
Angular Developer (Middle/Senior),IT,,,,Hồ Chí Minh,Quận 10
Kỹ Sư CNTT - Chuyên Trách Camera Giám Sát Cctv,Business,,20000000.0,VND,Hà Nội,Thanh Xuân
Full-Stack Developer (Java-Angular),IT,,,,Hồ Chí Minh,
Kỹ Sư Tích Hợp Hệ Thống (System Engineer),IT,,,,Hà Nội,Cầu Giấy
UX/UI Designer (Fresher),IT,7000000.0,9000000.0,VND,Hồ Chí Minh,Quận 2
Nhân Viên Lập Trình Mobile,IT,10000000.0,20000000.0,VND,Hồ Chí Minh,Tân Bình
Trưởng Nhóm Lập Trình Web,IT,30000000.0,40000000.0,VND,Hồ Chí Minh,Tân Bình
Senior Front-End Developer,IT,,,,Hồ Chí Minh,Bình Thạnh
Senior Front-End Developer,IT,,,,Đà Nẵng,Cẩm Lệ
Nhân Viên Phân Tích Nghiệp Vụ,Business,8000000.0,12000000.0,VND,Hà Nội,Ba Đình
Nhân Viên Phân Tích Nghiệp Vụ,Business,8000000.0,12000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên Lập Trình Web,IT,10000000.0,20000000.0,VND,Hồ Chí Minh,Tân Bình
Trưởng Bộ Phận Lập Trình Mobile,IT,30000000.0,40000000.0,VND,Hồ Chí Minh,Tân Bình
System Admin,Business,15000000.0,25000000.0,VND,Hồ Chí Minh,Tân Bình
System Admin,Business,15000000.0,25000000.0,VND,Hà Nội,Ba Đình
Nhân Viên Triển Khai Phần Mềm,IT,8000000.0,12000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên Kiểm Thử Phần Mềm,Business,8000000.0,12000000.0,VND,Hồ Chí Minh,Tân Bình
Lập Trình Viên Java Dự Án Banking,Business,18000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
"Lập Trình Data Engineer (Etl, Big Data)",IT,12000000.0,20000000.0,VND,Hà Nội,Đống Đa
.Net Developer | T11049,IT,20000000.0,60000000.0,VND,Hà Nội,Cầu Giấy
QC Tester (Product - 4+ Years Of Experience),IT,,2000.0,USD,Hồ Chí Minh,Tân Bình
Application Security,IT,,2000.0,USD,Hà Nội,Nam Từ Liêm
Chuyên Viên Soc,Business,,2000.0,USD,Hà Nội,Nam Từ Liêm
Computer Vision Engineering,IT,,1500.0,USD,Hà Nội,Nam Từ Liêm
Junior Mobile Developer - Upto 1000$,IT,,1000.0,USD,Hà Nội,Cầu Giấy
Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm (Ba),Business,,,,Hà Nội,Hà Đông
Backend Developer,Business,,,,Hà Nội,Hà Đông
Software Architect Senior,IT,,50000000.0,VND,Hà Nội,Nam Từ Liêm
HCM_Solution Architect - Salary Up To $3000,IT,,3000.0,USD,Hồ Chí Minh,Tân Bình
HCM_Data Engineer,IT,,2300.0,USD,Hồ Chí Minh,Tân Bình
Business Intelligence Analyst (Up To 14M),Business,,14000000.0,VND,Hồ Chí Minh,Gò Vấp
Nhân Viên Kỹ Thuật Máy Tính,Business,7000000.0,15000000.0,VND,Hà Nội,Hai Bà Trưng
IOS Developer,IT,,,,Hà Nội,Hồ Chí Minh
Tester/QC,IT,10000000.0,15000000.0,VND,Hà Nội,Hà Đông
Front-End Developer,IT,,,,Hà Nội,Hồ Chí Minh
Python Developer,IT,,,,Hà Nội,Hồ Chí Minh
Java Developer,IT,,,,Hà Nội,Hồ Chí Minh
Sitecore Developer,IT,,,,Hà Nội,Hồ Chí Minh
Embedded Software Engineer,IT,,,,Hà Nội,Đà Nẵng
Embedded Software Engineer,IT,,,,Hồ Chí Minh,
Web Engineer (Vuejs/Reactjs Frontend Developer ),IT,12000000.0,28000000.0,VND,Hồ Chí Minh,Quận 1
Web Engineer (PHP Backend Developer),Business,12000000.0,38000000.0,VND,Hồ Chí Minh,Quận 1
Senior Android Developer,IT,,,,Hồ Chí Minh,
"Lập Trình Viên Fullstack (Java, Angular)",IT,,25000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Phát Triển Phần Mềm Front End,IT,,,,Hà Nội,Đống Đa
Senior Java Full Stack Developer,IT,,2000.0,USD,Hà Nội,Thanh Xuân
Middle IOS Developer,IT,,30000000.0,VND,Hà Nội,
Middle Android Developer,IT,,30000000.0,VND,Hà Nội,Cầu Giấy
Unity Developer (Thực Tập Sinh Và Fresher) - Tại Cầu Giấy,IT,3000000.0,15000000.0,VND,Hà Nội,Cầu Giấy
Brse (Hybrid/Remote/Freelancer),Business,,2500.0,USD,Hà Nội,
Chuyên Viên An Toàn Bảo Mật Hệ Thống,Business,18000000.0,22000000.0,VND,Hồ Chí Minh,
Nhân Viên IT Helpdesk,IT,10000000.0,14000000.0,VND,Hà Nội,
PHP Developer (Senior),IT,,,,Hà Nội,Cầu Giấy
Thực Tập Sinh IT Helpdesk,IT,,,,Bình Dương,Tân Uyên
Lập Trình Viên .Net Dưới 01 Năm Kinh Nghiệm,IT,,16000000.0,VND,Hà Nội,Hai Bà Trưng
Lập Trình Viên .Net 03 Năm Kinh Nghiệm,IT,,26000000.0,VND,Hà Nội,Hai Bà Trưng
Trợ Lý Dự Án (Pa),Business,9000000.0,13000000.0,VND,Hà Nội,Đống Đa
"Microsoft Ax 2012, D365 Fo",Business,,,,Hà Nội,Cầu Giấy
"Microsoft Ax 2012, D365 Fo",Business,,,,Hồ Chí Minh,Quận 9
Thực Tập Sinh Thiết Kế Website,IT,7000000.0,15000000.0,VND,Hồ Chí Minh,Quận 12
Kỹ Sư Truyền Dẫn Quang (Optical Network - Dwdm),Business,,,,Hà Nội,Cầu Giấy
Nhân Viên Hỗ Trợ Kỹ Thuật Mạng IT (IT Helpdesk),IT,,10000000.0,VND,Hà Nội,Thanh Xuân
Manual Tester,IT,,,,Hà Nội,Hai Bà Trưng
Embedded C/C++ Developer,IT,,1200.0,USD,Hà Nội,Cầu Giấy
Nhân Viên IT Help Desk / IT Support,IT,10000000.0,,VND,Hồ Chí Minh,Quận 10
Game Product Manager,Business,,,,Hà Nội,Nam Từ Liêm
Sap Abap Developer_Signing Bonus Up To 40M,Business,,,,Hồ Chí Minh,Quận 9
Android Embedded Software Development (Connectivity/Wireless),IT,,,,Hà Nội,
Project Manager,Business,,,,Hồ Chí Minh,Quận 3
Database Administrator (Dba),Business,,,,Hà Nội,
Business Analyst (Middle/Senior),Business,,,,Hồ Chí Minh,Quận 3
Backend Java Developer,Business,1000.0,,USD,Hồ Chí Minh,
Thực Tập Sinh IT Helpdesk (IT Support),IT,,,,Hồ Chí Minh,Tân Bình
Blockchain Developer,IT,,2500.0,USD,Hồ Chí Minh,Gò Vấp
"Software Engineer (Fullstack, Senior)",IT,,,,Hà Nội,Thanh Xuân
"Giám Sát An Toàn Thông Tin Soc Tier 3 (HN, HCM)",Business,,,,Hồ Chí Minh,Quận 10
"Giám Sát An Toàn Thông Tin Soc Tier 3 (HN, HCM)",Business,,,,Hà Nội,Nam Từ Liêm
Pentester - HCM (Kỹ Sư Kiểm Thử Xâm Nhập),IT,,,,Hồ Chí Minh,Quận 10
Data Analyst 900-1200Usd,IT,900.0,1200.0,USD,Hà Nội,Hai Bà Trưng
