job_title,job_group,min_salary,max_salary,salary_unit,city,district
Thực Tập Tiếng Nga (Tester Tiếng Nga),IT,,,,Hà Nội,Bắc Từ Liêm
Lập Trình Viên PHP Laravel (Lương 12 - 20 Triệu + Thưởng),IT,,,,Hồ Chí Minh,Tân Bình
Cán Bộ Hỗ Trợ Công Nghệ Thông Tin,Business,,,,Đà Nẵng,Ngũ Hành Sơn
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) En/Jp Thành Thạo,Business,25000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Bridge Software Engineer (1200$ - 2500$),IT,1200.0,2500.0,USD,Hà Nội,Ba Đình
Kỹ Sư Cầu Nối Tương Lai (Potential Bridge Software Engineer),IT,700.0,1500.0,USD,Hà Nội,Ba Đình
Kỹ Sư Lập Trình C Middleware,IT,,,,Hà Nội,Ba Đình
Kỹ Sư Lập Trình Nhúng (Fresher/ Junior),IT,10000000.0,14000000.0,VND,Hà Nội,Ba Đình
Fpga Engineer (Fresher To Senior),IT,11000000.0,,VND,Hà Nội,Ba Đình
"Frontend Engineer (JavaScript, Typescript)",IT,,30000000.0,VND,Hà Nội,Ba Đình
2D Graphic Editor - Online,IT,,,,Hà Nội,Nam Từ Liêm
Automation Tester (Middle Level),IT,,,,Hồ Chí Minh,
"Product Owner Mobile App ($1,400-$2,000)",Business,1400.0,2000.0,USD,Hồ Chí Minh,Thủ Đức
Backend Developer (Wordpress),Business,9000000.0,20000000.0,VND,Hà Nội,Thanh Xuân
Nhân Viên Phân Tích Nghiệp Vụ Kiêm Tester (Ba - Tester),Business,7000000.0,9000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên Kỹ Thuật Hải Phòng,Business,7000000.0,9000000.0,VND,Hải Phòng,Lê Chân
"Senior Data Analyst, AI Hà Nội",IT,,,,Hà Nội,Tây Hồ
Senior Software Developer ( Python),IT,,,,Hồ Chí Minh,Bình Thạnh
Java Fullstack Developer (Upto 2000$),IT,,2000.0,USD,Hồ Chí Minh,Phú Nhuận
Android Developer (From 2 Years Of Experience),IT,,2000.0,USD,Hồ Chí Minh,Tân Bình
Cán Bộ Quản Trị Hệ Thống Mạng (Fai),IT,,,,Hà Nội,Nam Từ Liêm
Java Developer (Fullstack - Up To 2000$),IT,,2000.0,USD,Hồ Chí Minh,Tân Bình
.Net Developer - Salary Upto 55Mil Gross ( Phú Nhuận - Đà Nẵng ),IT,,55000000.0,VND,Hồ Chí Minh,Phú Nhuận
.Net Developer - Salary Upto 55Mil Gross ( Phú Nhuận - Đà Nẵng ),IT,,55000000.0,VND,Đà Nẵng,Thanh Khê
.Net Developer Upto 55Mil Gross,IT,,55000000.0,VND,Hồ Chí Minh,Phú Nhuận
.Net Developer Upto 55Mil Gross,IT,,55000000.0,VND,Đà Nẵng,Thanh Khê
Front End Web Developer (Senior Fe),IT,25000000.0,35000000.0,VND,Hà Nội,Đống Đa
Java Developer Từ 3 Năm Kinh Nghiệm Join Dự Án Nhật Bản (Không Yêu Cầu Tiếng) Lương Up To 35M Gross,IT,,35000000.0,VND,Hà Nội,Từ Liêm
Network Engineer (Kỹ Sư Mạng Và Bảo Mât),IT,,40000000.0,VND,Hà Nội,Tây Hồ
Customer Success Team Leader (Salary: 20M++),Business,20000000.0,,VND,Hà Nội,Ba Đình
Nhân Viên IT,IT,,,,Thanh Hoá,Thạch Thành
Java Developer (Fresher Từ 6 Tháng Kn - Thu Nhập 8-15Tr/Tháng),IT,10000000.0,15000000.0,VND,Hà Nội,
Thực Tập Sinh .Net/ C#,Business,3000000.0,8000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Viên JavaScript (Reactjs),IT,14000000.0,16000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Viên Frontend (Reactjs),IT,12000000.0,20000000.0,VND,Hà Nội,
JavaScript Developer (Reactjs/Nodejs),IT,,,,Hà Nội,Nam Từ Liêm
Kỹ Sư Cầu Nối Brse Fresher (Java/.Net/Flutter) (Rikkei Japan - Onsite Nhật Bản),IT,,65000000.0,VND,Hà Nội,Hồ Chí Minh
Kỹ Sư Cầu Nối Brse Fresher (Java/.Net/Flutter) (Rikkei Japan - Onsite Nhật Bản),IT,,65000000.0,VND,Đà Nẵng,
Lập Trình Viên (Java/.Net/Flutter) (Rikkei Japan - Onsite Nhật Bản),IT,,50000000.0,VND,Hà Nội,Hồ Chí Minh
Lập Trình Viên (Java/.Net/Flutter) (Rikkei Japan - Onsite Nhật Bản),IT,,50000000.0,VND,Đà Nẵng,
Lập Trình Viên,IT,10000000.0,18000000.0,VND,Hà Nội,Cầu Giấy
Điều Phối Viên Dự Án (Project Coordinator),Business,20000000.0,30000000.0,VND,Hà Nội,Đống Đa
Business Analyst (Dự Án Banking),Business,18000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
O4 IT Support (Junior/Middle),IT,,,,Hà Nội,Tây Hồ
"Lập Trình Viên Mobile (IOS, Android)",IT,10000000.0,,VND,Hồ Chí Minh,Tân Bình
"Manual Tester/QA (Shopify, Upto 16M)",IT,13000000.0,16000000.0,VND,Hà Nội,Cầu Giấy
Thực Tập Sinh Nghiên Cứu Và Phát Triển Uav,Business,,,,Hà Nội,Nam Từ Liêm
Trưởng Phòng Hcns,Business,10000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên Kỹ Thuật,Business,10000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên Kỹ Thuật,Business,10000000.0,20000000.0,VND,Hồ Chí Minh,Phú Nhuận
"PHP Software Engineer (Html,Css,JavaScript, Symfony)",IT,20000000.0,30000000.0,VND,Hồ Chí Minh,Bình Thạnh
Ruby On Rails Developer (Upto 30M),IT,15000000.0,30000000.0,VND,Hồ Chí Minh,Quận 1
Nhân Viên Quản Trị Hệ Thống,Business,,,,Hà Nội,Đống Đa
Devops Engineer,IT,,,,Hà Nội,Từ Liêm
Business Analysis Lead ( Ứng Dụng ERP ),Business,,30000000.0,VND,Hà Nội,Nam Từ Liêm
Senior Java Developer (Up To $2000),IT,,2000.0,USD,Hà Nội,Cầu Giấy
Senior PHP Developer,IT,,24000000.0,VND,Hồ Chí Minh,Quận 10
Business Development Executive,Business,,3000.0,USD,Hà Nội,Nam Từ Liêm
Business Development Executive,Business,,3000.0,USD,Hồ Chí Minh,Tân Bình
C++ Developer,IT,,2500.0,USD,Hà Nội,Nam Từ Liêm
Android Developer,IT,,,,Hà Nội,
Nhân Viên IT Support,IT,8000000.0,12000000.0,VND,Hải Phòng,Ngô Quyền
Kỹ Thuật Viên Sửa Chữa Máy In - Máy Tính Tại Bắc Ninh,Business,6000000.0,15000000.0,VND,Bắc Ninh,TP Bắc Ninh
Backend Developer (Nodejs),Business,,40000000.0,VND,Hồ Chí Minh,Tân Bình
Thực Tập Sinh Dev Unity,IT,6000000.0,15000000.0,VND,Hà Nội,Cầu Giấy
AI Engineer,IT,18000000.0,30000000.0,VND,Hà Nội,Cầu Giấy
Middle Java Developer,IT,15000000.0,25000000.0,VND,Hà Nội,Đống Đa
Nhân Viên IT Khu Vực Hà Tĩnh,IT,9000000.0,,VND,Hà Tĩnh,
Junior Front-End Web Developer,IT,15000000.0,18000000.0,VND,Hồ Chí Minh,Bình Thạnh
Thực Tập Sinh Business Intelligence,Business,2000000.0,3000000.0,VND,Hà Nội,Đống Đa
Back-End Developer,Business,,,,Hồ Chí Minh,Bình Thạnh
Full Stack Developer,IT,700.0,1500.0,USD,Hồ Chí Minh,Bình Thạnh
Backend Developer - Golang - Lương Cứng Upto 25M,Business,10000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Database Administrator (Dba),Business,10000000.0,20000000.0,VND,Hà Nội,Cầu Giấy
Technical Leader PHP,IT,,2000.0,USD,Hà Nội,Thanh Xuân
Lập Trình Viên C (C Senior Dev/ Team Leader),IT,,,,Hà Nội,Cầu Giấy
Junior Developer (Angular/C#/.Net/Python),IT,,,,Hà Nội,Cầu Giấy
Java Developer,IT,,,,Hà Nội,Cầu Giấy
Brse Onsite Manager - Working In Tokyo (Nenshu Up To 850 Man),Business,,,,Hà Nội,Cầu Giấy
Kỹ Sư Cầu Nối Brse - Làm Việc Tại Nhật Bản (Tokyo),Business,,,,Nước ngoài,
QA Engineer - Chuyên Viên Bảo Đảm Chất Lượng Phần Mềm,IT,,,,Hà Nội,Cầu Giấy
Content Seeding,Business,,,,Hồ Chí Minh,
Business Analyst (Odoo),Business,,35000000.0,VND,Hà Nội,Hoàng Mai
Lập Trình Website,IT,10000000.0,20000000.0,VND,Hà Nội,
Lập Trình Viên Java/Java Developer (Upto $2000),IT,,2000.0,USD,Hà Nội,Đống Đa
Embedded Software Engineer,IT,,,,Hồ Chí Minh,Tân Bình
Nhân Viên IT,IT,,12000000.0,VND,Hà Nội,Mê Linh
Verification Engineer,IT,,,,Hà Nội,Hồ Chí Minh
Verification Engineer,IT,,,,Đà Nẵng,
"Bridge Software Engineer (N2 Up, Remote)",IT,,,,Hà Nội,Hồ Chí Minh
"Bridge Software Engineer (N2 Up, Remote)",IT,,,,Đà Nẵng,
Automation Test,Business,,,,Hà Nội,Hồ Chí Minh
Automation Test,Business,,,,Đà Nẵng,
Project Manager,Business,,,,Hà Nội,Hồ Chí Minh
Project Manager,Business,,,,Đà Nẵng,
Business Analyst,Business,,,,Hà Nội,Hồ Chí Minh
Embedded Autosar Engineer,IT,,,,Hà Nội,Hồ Chí Minh
Embedded Autosar Engineer,IT,,,,Đà Nẵng,
Nhân Viên IT,IT,6000000.0,10000000.0,VND,Bình Dương,Thuận An
Automation Tester,IT,55000000.0,70000000.0,VND,Nước ngoài,
Tester - Nhân Viên Kiểm Thử Phần Mềm,IT,10000000.0,25000000.0,VND,Hà Nội,Thanh Xuân
Java Developer (Khối Ngân Hàng Số),IT,,,,Hà Nội,
Bridge Software Engineer - Tiếng Nhật N2,IT,25000000.0,50000000.0,VND,Hà Nội,"Cầu Giấy, Nam Từ Liêm"
Software Engineer Intern,IT,,4000000.0,VND,Bình Dương,Thủ Dầu Một
"Project Manager ( Japanese N2, Android )",Business,,3000.0,USD,Hà Nội,Từ Liêm
Python Developer (Odoo - 1.5Yoe),IT,,,,Hà Nội,Thanh Xuân
Thực Tập Sinh Mobile,IT,,,,Hồ Chí Minh,Quận 12
QA/QC Leader,IT,,20000000.0,VND,Hồ Chí Minh,Quận 3
Python Developer (Senior),IT,,3000.0,USD,Hồ Chí Minh,Bình Thạnh
Nhân Viên Tester Thu Nhập 13-15 Triệu/Tháng,IT,13000000.0,15000000.0,VND,Hà Nội,Cầu Giấy
Backend Engineer (Fintech),Business,,,,Hà Nội,Ba Đình
Senior Python Developer,IT,30000000.0,60000000.0,VND,Hồ Chí Minh,Quận 7
Technical Support,Business,,8000000.0,VND,Hà Nội,
Business Analyst,Business,,,,Hà Nội,
Chuyên Viên Kiểm Thử (Manual Tester) (Dự Án Banking),Business,,22000000.0,VND,Hà Nội,Cầu Giấy
Java Developer (Dự Án Banking),Business,18000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Unity Developer Intern,IT,4000000.0,8000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên IT Phần Cứng Mạng Máy Tính,IT,,,,Hồ Chí Minh,Tân Bình
Project Manager (Japanese) - Salary Up To $2500,Business,,,,Hà Nội,Cầu Giấy
Business Analyst (Open For Junior),Business,10000000.0,14000000.0,VND,Hồ Chí Minh,Quận 10
Nhân Viên IT Support,IT,13000000.0,15000000.0,VND,Hồ Chí Minh,Quận 7
Nhân Viên Lập Trình JS (JavaScript Developer),IT,,2000.0,USD,Đà Nẵng,Sơn Trà
Manual Tester (Data Product) - Salary Up To $2000,IT,,,,Hà Nội,Cầu Giấy
Manual Tester (Mobile App) - Salary Up To $1800,IT,,,,Hà Nội,Cầu Giấy
Solution Architect (Cloud And Infrastructure) - Salary Up To $3500,IT,,,,Hà Nội,Cầu Giấy
IOS Developer - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
Android Developer,IT,,,,Hà Nội,Cầu Giấy
Technical Support Engineer,IT,900.0,1000.0,USD,Hồ Chí Minh,
Odoo Developer,IT,,,,Hồ Chí Minh,Tân Bình
Thực Tập Sinh Reactjs,Business,1000000.0,,VND,Hà Nội,Nam Từ Liêm
Project Manager,Business,,,,Bình Dương,Thủ Dầu Một
UI/UX Designer Intern,IT,,3000000.0,VND,Hà Nội,Hai Bà Trưng
Data Engineer (Focus Gcp) - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
Iteration Manager - Salary Up To $3000,Business,,,,Hà Nội,Cầu Giấy
Thực Tập Sinh Business Analyst,Business,,3000000.0,VND,Hà Nội,
Developer Full-Stack,IT,800.0,1400.0,USD,Hồ Chí Minh,
Thực Tập Sinh AI (Trí Tuệ Nhân Tạo),IT,,,,Hà Nội,Thanh Xuân
Technical Lead (.Net),Business,,2500.0,USD,Hà Nội,Đống Đa
.Net Software Developer Fullstack,IT,15000000.0,,VND,Hồ Chí Minh,Bình Dương
PHP Developer Intern,IT,2000000.0,4000000.0,VND,Hồ Chí Minh,Phú Nhuận
Chăm Sóc Khách Hàng,Business,7000000.0,,VND,Hà Nội,
Thực Tập Sinh PHP,IT,1000000.0,2000000.0,VND,Hồ Chí Minh,Quận 3
Senior PHP Developer,IT,,40000000.0,VND,Hà Nội,Cầu Giấy
Multimedia Designer,Business,,,,Hà Nội,Đống Đa
Nhân Viên Phân Tích Dữ Liệu ( Junior Data Analyst),IT,,,,Hồ Chí Minh,Quận 1
Java Backend 3 Years Experience,Business,,30000000.0,VND,Hà Nội,Cầu Giấy
Junior Front-End Developer (Reactjs),IT,,,,Đà Nẵng,Thanh Khê
Senior Front-End Developer (Reactjs),IT,,,,Đà Nẵng,Thanh Khê
Lập Trình Viên Backend (Làm Việc Tại Tp. HCM),Business,,,,Hồ Chí Minh,Quận 3
Thực Tập Sinh Lập Trình Mobile,IT,3000000.0,5000000.0,VND,Hà Nội,Thanh Xuân
Business Analyst - Phân Tích Nghiệp Vụ IT (15M - 25M),Business,15000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Database Administrator,Business,20000000.0,45000000.0,VND,Hà Nội,Cầu Giấy
Japanese IT Comtor Leader,IT,,30000000.0,VND,Hà Nội,Cầu Giấy
Nhân Viên IT,IT,,,,Hà Nội,Sóc Sơn
Senior Tester (Manual),IT,,,,Hà Nội,Nam Từ Liêm
Thực Tập Sinh React Native,Business,,,,Hà Nội,Cầu Giấy
Senior UX/UI Designer,Business,,,,Hồ Chí Minh,Quận 1
Java Team Leader,IT,,50000000.0,VND,Hà Nội,Hoàng Mai
PHP Team Leader,IT,,50000000.0,VND,Hà Nội,"Hoàng Mai, Nam Từ Liêm"
Nhân Viên IT Specialist,IT,,,,Hồ Chí Minh,Quận 1
"Frontend Developer (Reactjs, React Native)",IT,18000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Java Technical Leader Tại Đà Nẵng | Lương Tới $2000,IT,,2000.0,USD,Đà Nẵng,Hải Châu
Kỹ Sư Phát Triển Phần Mềm - Senior Java Developer,IT,,,,Hà Nội,Nam Từ Liêm
Fresher/Junior Mobile Developer (React Native),IT,,15000000.0,VND,Hà Nội,Hoàng Mai
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),Business,,30000000.0,VND,Hà Nội,"Nam Từ Liêm, Hoàng Mai"
QA/QC Engineer,IT,,,,Hồ Chí Minh,Thủ Đức
Unity Game Developer (Upto 1500$) Ha Noi,IT,400.0,1500.0,USD,Hà Nội,Cầu Giấy
"Lập Trình Viên Reactjs, Nodejs",IT,,,,Hà Nội,Cầu Giấy
Senior Android Developer,IT,,1500.0,USD,Đà Nẵng,Sơn Trà
Middle Android Developer,IT,,1000.0,USD,Đà Nẵng,Sơn Trà
IOS Developer (Trên 1 Năm Kinh Nghiệm),IT,,15000000.0,VND,Đà Nẵng,Sơn Trà
Rpa Developer ( Up To 30M - Có Cơ Hội Làm Việc Tại Nước Ngoài),IT,,30000000.0,VND,Hà Nội,
Quản Lý Triển Khai Dự Án Phần Mềm,IT,15000000.0,25000000.0,VND,Hồ Chí Minh,Bình Chánh
Cocos Creator,Business,,40000000.0,VND,Hà Nội,
Account Manager,Business,,14000000.0,VND,Hà Nội,Cầu Giấy
Java Developer,IT,,2000.0,USD,Hồ Chí Minh,Tân Bình
"Backend Developer (C#,.Net)",Business,10000000.0,18000000.0,VND,Hà Nội,Đống Đa
Junior Developer,IT,,,,Hồ Chí Minh,Quận 9
Software Developer,IT,,,,Hà Nội,Hai Bà Trưng
Backend Java Developer,Business,1000.0,1500.0,USD,Hồ Chí Minh,Quận 3
IT Manager,Business,,,,Hồ Chí Minh,Phú Nhuận
Product Owner,Business,8000000.0,25000000.0,VND,Hồ Chí Minh,Tân Bình
Nhân Viên Triển Khai Dự Án,IT,,,,Hà Nội,Đống Đa
Frontend Developer (Vue.JS/Fabric.JS),IT,,1500.0,USD,Bình Dương,
Kỹ Sư Hệ Thống Máy Chủ (System Server Engineer),IT,1000.0,,USD,Đà Nẵng,Liên Chiểu
Manual Tester,IT,,30000000.0,VND,Hà Nội,"Cầu Giấy, Hoàn Kiếm"
Automation Tester Engineer - Global Market,Business,,,,Hà Nội,Từ Liêm
Automation Tester Engineer - Global Market,Business,,,,Hồ Chí Minh,Tân Bình
Thực Tập Sinh & Fresher C++ Engineer,IT,7000000.0,5000000.0,VND,Hà Nội,Ba Đình
"Kỹ Sư Cầu Nối (Brse, N2/N1)",Business,25000000.0,50000000.0,VND,Hồ Chí Minh,Bình Thạnh
Digital Content Marketing,IT,,15000000.0,VND,Hà Nội,Cầu Giấy
Chuyên Viên Điều Phối Dự Án IT - Dự Án Banking,Business,,1200.0,USD,Hà Nội,Cầu Giấy
Chuyên Viên Lập Trình .Net,IT,16000000.0,,VND,Hà Nội,Từ Liêm
Thực Tập Sinh Lập Trình Mobile,IT,,,,Hà Nội,Từ Liêm
Chuyên Viên Cao Cấp Kiểm Thử - Msbit Bu - Dxk - 3I055,IT,,,,Hà Nội,
Quản Trị Dự Án Phần Mềm,Business,25000000.0,30000000.0,VND,Hà Nội,Bắc Từ Liêm
Lập Trình Viên Nodejs Tại Hà Nội,IT,13000000.0,18000000.0,VND,Hà Nội,Bắc Từ Liêm
Thực Tập Tiếng Đức (Tester Tiếng Đức),IT,,,,Hà Nội,Bắc Từ Liêm
Thực Tập Tiếng Thái (Tester Tiếng Thái),IT,,,,Hà Nội,Bắc Từ Liêm
Chuyên Viên IT,IT,9000000.0,12000000.0,VND,Hồ Chí Minh,Quận 10
Nodejs Developer,IT,,,,Hồ Chí Minh,Bình Thạnh
Project Manager - Global Market (Base Tech),Business,,,,Hà Nội,Từ Liêm
"Business Analyst/ Product Owner - $1,200-$2,000 Gross",Business,1200.0,2000.0,USD,Hà Nội,Đống Đa
Nhân Viên IT,IT,8000000.0,12000000.0,VND,Hồ Chí Minh,Tân Phú
Lập Trình Viên Android,IT,,30000000.0,VND,Hà Nội,Đống Đa
Mobile Back-End Developer,Business,,,,Hà Nội,Thanh Xuân
Kỹ Sư Triển Khai Hạ Tầng CNTT,IT,700.0,,USD,Hà Nội,Nam Từ Liêm
Thực Tập Sinh Lập Trình Viên .Net,IT,,,,Hồ Chí Minh,Quận 3
Junior Tester Manual - Chuyên Viên Kiểm Thử Phần Mềm,IT,,,,Hà Nội,Hai Bà Trưng
Flutter Developer [Hà Nội],IT,,35000000.0,VND,Hà Nội,Đống Đa
Kỹ Sư Triển Khai Hệ Thống Phần Mềm,IT,700.0,,USD,Hà Nội,Nam Từ Liêm
Server Engineer Internship,IT,5000000.0,15000000.0,VND,Hồ Chí Minh,Quận 7
Nhân Viên IT,IT,8000000.0,,VND,Hồ Chí Minh,Bình Thạnh
UX/UI Designer,Business,,,,Hồ Chí Minh,Tân Bình
Server Engineer,IT,,30000000.0,VND,Hà Nội,Bắc Từ Liêm
Lập Trình Viên Vuejs/.Net Core,IT,10000000.0,16000000.0,VND,Nghệ An,TP Vinh
Senior Product Owner,Business,,,,Hồ Chí Minh,Quận 1
UX/UI Designer - Salary Upto 50M Gross - Phú Nhuận,Business,,50000000.0,VND,Hồ Chí Minh,Phú Nhuận
Business Analyst - Nhân Viên Phân Tích Nghiệp Vụ Phần Mềm,Business,,,,Hồ Chí Minh,Phú Nhuận
Designer,Business,,,,Hồ Chí Minh,Phú Nhuận
Business Analyst (Lĩnh Vực Fintech),Business,20000000.0,30000000.0,VND,Hà Nội,Đống Đa
Lead Back-End,Business,,,,Cần Thơ,Ninh Kiều
Lập Trình Viên Flutter,IT,,15000000.0,VND,Hà Nội,Cầu Giấy
Lập Trình Viên PHP,IT,10000000.0,20000000.0,VND,Hà Nội,Nam Từ Liêm
AI Engineer (Nlp Engineer),IT,,,,Hà Nội,Hai Bà Trưng
AI Engineer (Nlp Engineer),IT,,,,Đà Nẵng,Thanh Khê
Nhân Viên Kỹ Thuật Máy Tính - Hà Nội,Business,9000000.0,12000000.0,VND,Hà Nội,Đống Đa
Developer,IT,,,,Hồ Chí Minh,Tân Bình
Intern (Fresher Mobile Developer - Android And IOS),IT,10000000.0,12000000.0,VND,Đà Nẵng,Cẩm Lệ
Trưởng Nhóm Vận Hành Dịch Vụ Và CSKH Lương Từ 20 Triệu +++,Business,20000000.0,,VND,Hà Nội,Ba Đình
Senior Java Developer (Up To 2300$),IT,,2300.0,USD,Hà Nội,Nam Từ Liêm
Business Analyst (Japanese),Business,,1500.0,USD,Hà Nội,
Lập Trình Viên AI,IT,,,,Hà Nội,Đống Đa
Nhân Viên IT (Công Nghệ Thông Tin Phần Cứng),IT,10000000.0,,VND,Hà Nội,Đống Đa
Flutter Developer (Middle - Senior/ Thị Trường Âu Mỹ/ Upto 40M),IT,,40000000.0,VND,Hà Nội,
UI/UX Designer,Business,10000000.0,25000000.0,VND,Hà Nội,Nam Từ Liêm
Nhân Viên IT,IT,,,,Bình Dương,Bến Cát
Quản Trị Dự Án Phần Mềm (Project Manager),Business,,35000000.0,VND,Hà Nội,Nam Từ Liêm
React Native Developer,IT,,1500.0,USD,Hồ Chí Minh,Tân Bình
React Native Developer,IT,,1500.0,USD,Đà Nẵng,Hải Châu
Product Owner (Mid - Level) Up To 40M,Business,,40000000.0,VND,Hồ Chí Minh,Quận 7
Lập Trình Viên Fullstack,IT,,,,Hồ Chí Minh,Tân Bình
Lead Back-End,Business,,,,Cần Thơ,
Middle Business Analyst,Business,,26000000.0,VND,Hồ Chí Minh,"Quận 7, Quận 1"
Marketing Executive (Blockchain Game),IT,10000000.0,15000000.0,VND,Hà Nội,Ba Đình
Unity Developer (Junior/Middle) - Lương Upto $1300,IT,,1300.0,USD,Hồ Chí Minh,Tân Bình
Frontend Developer Thu Nhập $1000,IT,900.0,1000.0,USD,Hà Nội,Thanh Xuân
Mobile Developer ( Thu Nhập $1000),IT,900.0,1000.0,USD,Hà Nội,Thanh Xuân
Nhân Viên R&D,Business,,20000000.0,VND,Hà Nội,
Senior Developer (Nodejs/.Net/Python),IT,,2000.0,USD,Hà Nội,
Technical Leader (Nodejs/.Net/Python) Eng,IT,,,,Hà Nội,
Fresher Business Development (English/Japanese),IT,,15000000.0,VND,Hà Nội,
Delivery Manager Software Services (Senior Project Manager),Business,,3000.0,USD,Hà Nội,Cầu Giấy
Nhân Viên IT Support,IT,,,,Hồ Chí Minh,Tân Bình
Lập Trình Viên Mobile Developer ( Yêu Cầu 1 Năm Kinh Nghiệm),IT,15000000.0,23000000.0,VND,Hà Nội,Hai Bà Trưng
Senior Game Designer,Business,,35000000.0,VND,Hà Nội,Thanh Xuân
Thực Tập Sinh Game 2D Artist,Business,,,,Hà Nội,Thanh Xuân
Golang Developer,IT,,30000000.0,VND,Hà Nội,Cầu Giấy
2D Game Animation,Business,,25000000.0,VND,Hà Nội,Thanh Xuân
JavaScript Developer (Up To 30M),IT,,30000000.0,VND,Hà Nội,Nam Từ Liêm
IT Project Manager,Business,,,,Hà Nội,Nam Từ Liêm
IT Project Manager,Business,,,,Hồ Chí Minh,Quận 1
Lập Trình Java - Server Game,IT,,20000000.0,VND,Hà Nội,Đống Đa
Senior.Net Developer,IT,,,,Hà Nội,Nam Từ Liêm
Developer (Senior),IT,,,,Hồ Chí Minh,Phú Nhuận
Data Governance - Salary Up To $3000,IT,,,,Hà Nội,Cầu Giấy
Data Engineer - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
Devops Engineer (Aws/Azure/Gcp) - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
Linux Engineer - Salary Up To $2800,IT,,,,Hà Nội,Cầu Giấy
"Bridge Software Engineer (Brse) - Relocation Allowances Up To 100,000,000 Vnd",IT,,,,Thừa Thiên Huế,TP Huế
"Project Manager - Relocation Allowances Up To 100,000,000 Vnd",Business,,,,Thừa Thiên Huế,TP Huế
"Solution Architect (Cloud) - Relocation Allowances Up To 100,000,000 Vnd",IT,,,,Thừa Thiên Huế,TP Huế
"Solution Architect (Cloud) - Relocation Allowances Up To 100,000,000 Vnd",IT,,,,Đà Nẵng,Ngũ Hành Sơn
"Java Developer - Relocation Allowances Up To 100,000,000 Vnd",IT,,,,Thừa Thiên Huế,TP Huế
Java Developer (Outsourcing),IT,,17000000.0,VND,Hà Nội,Cầu Giấy
Automation/Manual Tester Intern [HN],IT,5000000.0,5000000.0,VND,Hà Nội,Ba Đình
Full Stack Developer,IT,1000.0,3000.0,USD,Hà Nội,Cầu Giấy
"2D Game Artist (Thu Nhập Tới 22M, Tự Chọn Thời Gian Làm Việc)",Business,,22000000.0,VND,Hà Nội,Thanh Xuân
Flutter Developer (Từ 2 Yoe_ Tiếng Anh Giao Tiếp _ Dự Án Global )_Offer Upto 35M,Business,,,,Hà Nội,Cầu Giấy
"Flutter Developer (Từ 3 Năm Kinh Nghiệm, Dự Án Kh Nước Ngoài, Cty IT>1200Ns)",IT,,,,Hà Nội,Cầu Giấy
System Network Administrator And Coordinator - French Speaking,IT,,,,Hồ Chí Minh,Tân Bình
System Admin,Business,,15000000.0,VND,Hà Nội,
Business Analyst Lead,Business,25000000.0,50000000.0,VND,Hà Nội,Đống Đa
Senior Business Analyst,Business,20000000.0,35000000.0,VND,Hà Nội,Đống Đa
Fresher Phát Triển Ứng Dụng - Lương 1200 Usd,IT,,,,Nước ngoài,
Kỹ Sư Tự Động Hóa IT - Lương 2000 Usd,IT,,,,Nước ngoài,
Data Engineer,IT,,,,Hồ Chí Minh,Tân Bình
Nhân Viên IT - Hà Nội,IT,,,,Hà Nội,Hải Phòng
Kỹ Sư Phần Mềm - Thu Nhập Tới 50 Triệu/ Tháng,Business,12000000.0,50000000.0,VND,Hà Nội,Hoàng Mai
Thực Tập Sinh Lập Trình Android Có Hỗ Trợ Lương ( Hà Nội),IT,3000000.0,4000000.0,VND,Hà Nội,Thanh Xuân
Lập Trình Viên PHP Laravel Developer,IT,12000000.0,20000000.0,VND,Hồ Chí Minh,Gò Vấp
Software Tester,IT,,25000000.0,VND,Hồ Chí Minh,Bình Thạnh
Java Web Developers [Onsite Japan],IT,,,,Nước ngoài,
"Junior Backend Developer (Java, Spring, Sql)",Business,15000000.0,25000000.0,VND,Hà Nội,Cầu Giấy
Fresher Frontend Developer - Upto 15 Triệu/Tháng - Thu Nhập 15-17 Tháng Lương/Năm,IT,,15000000.0,VND,Hà Nội,Cầu Giấy
Unity Developer - Upto 40 Triệu/Tháng - Thu Nhập 15-20 Tháng Lương/Năm Tại Hà Nội,IT,,40000000.0,VND,Hà Nội,Cầu Giấy
"Fullstack Developer (.Net Core, Vuejs) Trên 3 Năm Kinh Nghiệm, Không Yêu Cầu Tiếng Anh",IT,20000000.0,30000000.0,VND,Hà Nội,Từ Liêm
